Project_ID,Date,Region,State,Warehouse,Supplier,Material_Type,Project_Phase,Tower_Type,Substation_Type,Historical_Demand,Current_Inventory,Lead_Time_Days,Supplier_Risk,Commodity_Price,Transportation_Cost,Storage_Capacity,Production_Capacity,Project_Budget,Weather,Season,Quantity_Required,Year,Month,WeekOfYear,DayOfWeek,Is_Quarter_End,Month_Sin,Month_Cos,Week_Sin,Week_Cos,Lag_1,Lag_2,Lag_3,Rolling_Mean_3,Rolling_Mean_6,Rolling_Max_3,Rolling_Min_3,Rolling_STD_3,Demand_Velocity_1,Demand_Velocity_2,Demand_Acceleration,Demand_Volatility_3,Peak_Spike_Flag,Dip_Drop_Flag,Inventory_Utilization,Lead_Time_Category,Demand_Growth,Inventory_Coverage,Budget_Utilization,Supplier_Risk_Score,Seasonal_Demand_Index,Transportation_Cost_Index
4,2020-03-11,0,9,0,0,0,1,3,2,-0.5904981944364099,1.376273808750355,-0.11243888913963235,-0.10431558263540841,-0.4722178865977417,-0.15346535142447393,0.8953529530227017,-1.0321213431815668,1.5053465732269335,3,2,83.0,2020,3,11,2,0,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804,150.0,91.0,105.0,115.33333333333333,92.33333333333333,150.0,91.0,30.827476921300796,59.0,-14.0,73.0,0.26729023914796307,1.0,0.0,0.16255259444242273,1,0.6413043478260869,9.962750716332378,0.06902248626975603,0.11553100938449265,0.9631444622106695,0.5499999492354606
22,2020-03-18,0,9,0,0,0,1,2,1,-0.4917117164852621,1.1360568288482666,0.043877985227413846,-0.9323809072123593,-0.46540307854640534,-0.9289392730888232,0.8953529530227017,-1.0321213431815668,1.2562270498680947,4,2,123.0,2020,3,12,2,0,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,83.0,150.0,91.0,108.0,93.0,150.0,83.0,36.59234892706397,-67.0,59.0,-126.0,0.3388180142489243,0.0,0.0,0.14530154257320962,1,-0.44370860927152317,9.504587155963304,0.035262491497553394,0.07716784756287261,0.9631444622106695,0.34124996853206524
22,2020-03-25,0,9,0,0,0,1,4,2,-0.6960975329359129,0.9856770934624064,-0.30783498209844007,-0.3508445920827524,-0.38628350443719794,0.10568752527219326,0.8953529530227017,-1.0321213431815668,1.2562270498680947,3,2,77.0,2020,3,13,2,0,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,123.0,83.0,150.0,118.66666666666667,97.66666666666667,150.0,83.0,33.70954365359064,40.0,-67.0,107.0,0.28406916415364325,0.0,0.0,0.13450210359817377,1,0.47619047619047616,8.01392757660167,0.06349978042184513,0.0914239500409037,0.9631444622106695,0.612499944119607
4,2020-04-01,0,9,0,0,0,1,3,2,-0.5904981944364099,0.8020966372770706,0.043877985227413846,0.006280845190255996,-0.6723922822826663,-1.0234792510696789,0.8953529530227017,-1.0321213431815668,1.5053465732269335,4,2,94.0,2020,4,14,2,0,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288,77.0,123.0,83.0,94.33333333333333,104.83333333333333,123.0,77.0,25.006665778014735,-46.0,40.0,-86.0,0.26508830170104297,0.0,0.0,0.12131837290137676,1,-0.3709677419354839,9.073426573426573,0.02946399155781053,0.13180043981173328,0.9631444622106695,0.3249999691635919
1,2020-04-08,0,9,0,0,0,1,0,0,-0.8289483136288359,0.8020966372770706,-0.30783498209844007,-0.10077001415344232,-0.646229703567965,-0.6559320681004336,0.8953529530227017,-1.0321213431815668,-0.6093467410849076,3,2,0.0,2020,4,15,2,0,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575,94.0,77.0,123.0,98.0,103.0,123.0,77.0,23.259406699226016,17.0,-46.0,63.0,0.2373408604675246,0.0,0.0,0.12131837290137676,1,0.21794871794871795,8.737373737373737,0.08182852518282743,0.10341042119204114,0.9631444622106695,0.42499995982236927
1,2020-04-15,0,9,0,0,0,1,0,1,-0.6313753577265402,0.6868706062671257,-0.30783498209844007,-0.46882662756129084,-0.5208504958997238,-1.0909649106934758,0.8953529530227017,-1.0321213431815668,-0.6093467410849076,3,2,59.0,2020,4,16,2,0,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,0.0,94.0,77.0,57.0,87.83333333333333,94.0,0.0,50.08991914547278,-94.0,17.0,-111.0,0.8787703571538457,0.0,1.0,0.11304347810232332,1,-0.9894736842105263,13.89655172413793,0.0,0.08576888395491503,0.9631444622106695,0.2999999721259576
22,2020-04-22,0,9,0,0,0,1,0,2,-0.6688460907424928,0.5286789365755066,-0.19059732632315546,-0.5193589498394303,-0.559752259792199,0.6677103832188284,0.8953529530227017,-1.0321213431815668,1.2562270498680947,4,2,81.0,2020,4,17,2,0,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,59.0,0.0,94.0,51.0,72.66666666666667,94.0,0.0,47.50789408087881,59.0,-94.0,153.0,0.9315271522668096,0.0,0.0,0.10168302931040249,1,2.0,13.942307692307692,0.03283943863266524,0.08930013171567147,0.9631444622106695,0.7799999271395851
4,2020-04-29,0,9,0,0,0,1,4,1,-0.41677025045335675,0.2279194658037861,0.043877985227413846,0.8237563129497223,-0.41762612738665467,-0.06800162265858341,0.8953529530227017,-1.0321213431815668,1.5053465732269335,4,2,154.0,2020,4,18,2,0,0.8660254037844387,-0.4999999999999998,0.8229838658936565,-0.5680647467311557,81.0,59.0,0.0,46.666666666666664,72.33333333333333,81.0,0.0,41.88476254359494,22.0,59.0,-37.0,0.8975304336062272,1.0,0.0,0.08008415136033079,1,0.36666666666666664,11.97902097902098,0.03800298848460374,0.1793796703377827,0.9631444622106695,0.5687499478915903
22,2020-05-06,0,9,0,0,0,1,1,0,-0.358860935792339,-0.06502807066217534,-0.22967654491491699,-0.7032616601450383,-0.7373590318111709,-0.7651810907232415,0.8953529530227017,-1.0321213431815668,1.2562270498680947,3,2,150.0,2020,5,19,2,0,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795,154.0,81.0,59.0,98.0,77.5,154.0,59.0,49.72926703662542,73.0,22.0,51.0,0.5074414485939891,1.0,0.0,0.059046283227144065,1,0.8902439024390244,4.252525252525253,0.06577001496484294,0.0780811858276517,0.9631444622106695,0.3999999616997548
1,2020-05-13,0,9,0,0,0,1,2,0,-0.8493868952739011,-0.06502807066217534,-0.0733596705478708,0.33703131435550554,-0.7819242720170801,0.4063208796852172,0.8953529530227017,-1.0321213431815668,-0.6093467410849076,2,2,0.0,2020,5,20,2,0,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012,150.0,154.0,81.0,128.33333333333334,89.66666666666667,154.0,81.0,41.04063027456247,-4.0,73.0,-77.0,0.3197970941033106,0.0,0.0,0.059046283227144065,1,-0.025806451612903226,3.2551546391752577,0.15564264903892863,0.1421656379915708,0.9631444622106695,0.7312499295395022
1,2020-05-20,0,9,0,0,0,1,1,0,-0.5291824495012147,-0.2896211819527458,0.12203642241093694,0.18646333007248664,-0.48205276133884045,-0.33036565339441554,0.8953529530227017,-1.0321213431815668,-0.6093467410849076,1,2,115.0,2020,5,21,2,0,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564,0.0,150.0,154.0,101.33333333333333,74.0,154.0,0.0,87.78002810054993,-150.0,-4.0,-146.0,0.8662501918228422,0.0,1.0,0.04291725099170091,1,-0.9933774834437086,2.990228013029316,0.0,0.1478674395289461,0.9631444622106695,0.5031249534998101
1,2020-05-27,0,9,0,0,0,1,4,2,-0.6484075090974277,-0.4595307531030034,-0.22967654491491699,0.30993252464542614,-0.6475134657837178,-0.33842423612207945,0.8953529530227017,-1.0321213431815668,-0.6093467410849076,3,2,87.0,2020,5,22,2,0,0.49999999999999994,-0.8660254037844387,0.46472317204376906,-0.8854560256532096,115.0,0.0,150.0,88.33333333333333,93.16666666666667,150.0,0.0,78.47504911329037,115.0,-150.0,265.0,0.8883966818413986,1.0,0.0,0.030715287474452613,1,2.0,2.451492537313433,0.10623743806834691,0.12895776171327566,0.9631444622106695,0.5124999515418418
25,2020-06-03,0,9,0,0,0,1,0,0,-0.9004833493865637,-0.4595307531030034,-0.581389512240771,-0.35242479619543055,-0.8881653323119894,1.3103629041981093,0.8953529530227017,-1.0321213431815668,1.5101648980790099,3,0,0.0,2020,6,23,2,0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,87.0,115.0,0.0,67.33333333333333,97.83333333333333,115.0,0.0,59.96943666012993,-28.0,115.0,-143.0,0.8906350656501872,1.0,0.0,0.030715287474452613,0,-0.2413793103448276,3.204878048780488,0.04867620661875515,0.07612350695958252,0.8591531589224713,0.9999999021686155
25,2020-06-10,0,9,0,0,0,1,1,0,-0.9004833493865637,-0.4595307531030034,-0.8158648237913402,-1.0984996130180513,-1.033606431156686,1.0391979292239804,0.8953529530227017,-1.0321213431815668,1.5101648980790099,4,0,0.0,2020,6,24,2,0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0.0,87.0,115.0,67.33333333333333,84.33333333333333,115.0,0.0,59.96943666012993,-87.0,-28.0,-59.0,0.8906350656501872,0.0,1.0,0.030715287474452613,0,-0.9886363636363636,3.204878048780488,0.0,0.0383819550711949,0.8591531589224713,0.9424999058200944
1,2020-06-17,0,9,0,0,0,1,0,1,-0.3486416449698065,-0.781773043215561,0.7082247012873601,-0.09626711780010985,-0.9374245344455582,1.0284156343483613,0.8953529530227017,-1.0321213431815668,-0.6093467410849076,4,0,165.0,2020,6,25,2,0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0.0,0.0,87.0,29.0,58.666666666666664,87.0,0.0,50.229473419497474,0.0,-87.0,87.0,1.7320502103101851,0.0,1.0,0.00757363252794722,1,0.0,1.8,0.0,0.1677758368241275,0.8591531589224713,0.9262499087358653
1,2020-06-24,0,9,0,0,0,1,4,2,-0.6143432063556525,-0.6665470122056162,0.4346701711450293,-0.3603691522959457,-0.8641621133175356,-0.42540438483319687,0.8953529530227017,-1.0321213431815668,-0.6093467410849076,4,0,99.0,2020,6,26,2,0,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,165.0,0.0,0.0,55.0,61.166666666666664,165.0,0.0,95.26279441628824,165.0,0.0,165.0,1.7320504926506057,1.0,0.0,0.015848527327000664,1,2.0,2.017857142857143,0.14697326870761526,0.13211935210881873,0.8591531589224713,0.503749950887314
25,2020-07-01,0,9,0,0,0,1,2,2,-0.8459804649997236,-0.6821708808171342,-0.9331024795666248,-0.8776034238297618,-1.2644987666128453,1.6843681233930712,0.8953529530227017,-1.0321213431815668,1.5101648980790099,4,0,8.0,2020,7,27,2,0,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054,99.0,165.0,0.0,88.0,77.66666666666667,165.0,0.0,83.04817878797824,-66.0,165.0,-231.0,0.9437291971668894,0.0,0.0,0.014726507693230705,0,-0.39759036144578314,1.1797752808988764,0.056839223165717406,0.04096582519033363,0.8591531589224713,1.1699998789740973
22,2020-07-08,0,9,0,0,0,1,2,1,-0.8153225925321259,-0.7349014373810072,0.35651173396150626,-0.3673344687645032,-1.1027580033959548,-0.043996716735392793,0.8953529530227017,-1.0321213431815668,1.2562270498680947,2,0,27.0,2020,7,28,2,0,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,8.0,99.0,165.0,90.66666666666667,59.833333333333336,165.0,8.0,78.83104295474806,-91.0,-66.0,-25.0,0.8694599366928164,0.0,1.0,0.010939691429257095,1,-0.91,0.8509090909090908,0.0037816081492427853,0.12731857813733682,0.8591531589224713,0.6337499360209512
1,2020-07-15,0,9,0,0,0,1,2,2,-0.7574132778711081,-0.8384095669323136,0.4346701711450293,0.29546702122282664,-1.195918415474966,0.06451064966959623,0.8953529530227017,-1.0321213431815668,-0.6093467410849076,3,0,53.0,2020,7,29,2,0,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148,27.0,8.0,99.0,44.666666666666664,49.833333333333336,99.0,8.0,48.00347209664455,19.0,-91.0,110.0,1.074704358573156,0.0,1.0,0.0035063113555311204,1,2.0,0.5474452554744526,0.025512788340052068,0.1777753365650326,0.8591531589224713,0.6749999308994004
4,2020-07-22,0,9,0,0,0,1,3,0,-0.5496210311462798,-0.7173245851930495,1.3725714173473065,1.3903938355779932,-1.158189455574819,-0.9388788331185534,0.8953529530227017,-1.0321213431815668,1.5053465732269335,4,0,104.0,2020,7,30,2,0,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101,53.0,27.0,8.0,29.333333333333332,58.666666666666664,53.0,8.0,22.59055849980987,26.0,19.0,7.0,0.7701324135847409,1.0,0.0,0.012201963517248298,2,0.9285714285714286,2.868131868131868,0.019599032848034503,0.3539324503228547,0.8591531589224713,0.37374996195518
4,2020-07-29,0,9,0,0,0,1,1,0,-0.8187290228063034,-0.7173245851930495,0.7082247012873601,1.2460551055942892,-1.183493371122925,-0.7252159634762325,0.8953529530227017,-1.0321213431815668,1.5053465732269335,4,0,0.0,2020,7,31,2,0,-0.4999999999999997,-0.8660254037844388,-0.5680647467311556,-0.8229838658936566,104.0,53.0,27.0,61.333333333333336,76.0,104.0,27.0,39.17056718166502,51.0,26.0,25.0,0.6386504477471827,1.0,0.0,0.012201963517248298,1,0.9444444444444444,1.3957219251336899,0.04012535918251195,0.27194476669985307,0.8591531589224713,0.43874995516860327
1,2020-08-05,0,9,0,0,0,1,1,0,-0.7778518595161733,-0.8071618297092776,0.4346701711450293,-0.46678127162559135,-1.1320453516979863,0.11171855512470599,0.8953529530227017,-1.0321213431815668,-0.6093467410849076,4,0,46.0,2020,8,32,2,0,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013,0.0,104.0,53.0,52.333333333333336,48.5,104.0,0.0,52.00320502943383,-104.0,51.0,-155.0,0.9936916259716732,0.0,1.0,0.005750350623071037,1,-0.9904761904761905,0.7687499999999999,0.0,0.12471148065823912,0.8591531589224713,0.6824999307981139
25,2020-08-12,0,9,0,0,0,1,2,0,-0.5019310073077946,-0.6782649136642547,-0.8549440423831017,-0.05912684299610044,-1.3159747866337315,1.1186781084536745,0.8953529530227017,-1.0321213431815668,1.5101648980790099,2,0,110.0,2020,8,33,2,0,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952,46.0,0.0,104.0,50.0,39.666666666666664,104.0,0.0,52.115256883181516,46.0,-104.0,150.0,1.0423049292026445,0.0,0.0,0.015007012601673194,0,2.0,2.0980392156862746,0.024240802221468308,0.07027096295586512,0.8591531589224713,1.0074998949594163
22,2020-08-19,0,9,0,0,0,1,2,1,-0.6688460907424928,-0.7993498954035188,0.9427000128379295,-0.5410257472036588,-1.4162387496878368,0.4088513735806801,0.8953529530227017,-1.0321213431815668,1.2562270498680947,4,0,62.0,2020,8,34,2,0,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559,110.0,46.0,0.0,52.0,56.666666666666664,110.0,0.0,55.244909267732524,64.0,46.0,18.0,1.0624018969944913,1.0,0.0,0.006311360439956016,2,1.3617021276595744,0.8490566037735849,0.05475064213471028,0.1450193251734489,0.8591531589224713,0.8043749148255033
25,2020-08-26,0,9,0,0,0,1,4,1,-0.22260372482523846,-0.5571799319249906,-0.7377063866078172,-0.7647303965884121,-1.2186831782975125,0.5163891900344965,0.8953529530227017,-1.0321213431815668,1.5101648980790099,4,0,208.0,2020,8,35,2,0,-0.8660254037844385,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691,62.0,110.0,46.0,72.66666666666667,62.5,110.0,46.0,33.30665599145812,-48.0,64.0,-112.0,0.45834841387120157,0.0,0.0,0.023702664763390374,0,-0.43243243243243246,2.2941176470588234,0.029939462643636842,0.05283709896662039,0.8591531589224713,0.8124999165368545
4,2020-09-02,0,9,0,0,0,1,1,2,-0.702910393484268,-0.6704529793584957,0.6691454826955986,0.06623477538488319,-1.4959148648895364,-1.0027238331368336,0.8953529530227017,-1.0321213431815668,1.5053465732269335,2,0,58.0,2020,9,36,2,0,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359,208.0,62.0,110.0,126.66666666666667,88.33333333333333,208.0,62.0,74.4132604670252,146.0,-48.0,194.0,0.5874730625707466,1.0,0.0,0.015568022418558173,1,2.0,0.8694516971279374,0.07302215695382586,0.1777338123188213,0.8591531589224713,0.3737499599259736
22,2020-09-09,0,9,0,0,0,1,2,1,-0.6892846723875579,-0.7544312731454046,0.4346701711450293,0.04225716357050478,-1.3443118287285227,2.435679433527322,0.8953529530227017,-1.0321213431815668,1.2562270498680947,4,0,43.0,2020,9,37,2,0,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774,58.0,208.0,62.0,109.33333333333333,80.66666666666667,208.0,58.0,85.47124272720816,-150.0,146.0,-296.0,0.7817490997839985,0.0,1.0,0.009537166887044648,1,-0.7177033492822966,0.6163141993957704,0.03904728860664684,0.16014815192361753,0.8591531589224713,1.4135050049387787
25,2020-09-16,0,9,0,0,0,1,2,2,-0.4985245770336171,-0.5903806527244662,-0.4641518564654863,-0.16777150389533416,-1.5591432628482522,1.2008562363750246,0.8953529530227017,-1.0321213431815668,1.5101648980790099,4,0,140.0,2020,9,38,2,0,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357,43.0,58.0,208.0,103.0,87.83333333333333,208.0,43.0,91.24143795447331,-15.0,-150.0,135.0,0.8858391174376906,0.0,1.0,0.021318373041629212,1,-0.2542372881355932,1.4615384615384615,0.022519998136418883,0.09065617794752215,0.8591531589224713,1.0724998838450779
22,2020-09-23,0,9,0,0,0,1,0,1,-0.6075303458072976,-0.7446663552632059,0.8645415756544064,-0.31572904193034246,-1.4888289695481167,-1.0013842863460833,0.8953529530227017,-1.0321213431815668,1.2562270498680947,4,0,79.0,2020,9,39,2,0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,140.0,43.0,58.0,80.33333333333333,103.5,140.0,43.0,52.214301999867196,97.0,-15.0,112.0,0.6499704834045107,1.0,0.0,0.010238429158150871,2,2.0,0.8975409836065574,0.052451805604410845,0.15961216123672337,0.8591531589224713,0.3737499599707695
25,2020-09-30,0,9,0,0,0,1,1,2,-0.9004833493865637,-0.7446663552632059,0.043877985227413846,0.9081862184923408,-1.327516779017364,1.1127963417896252,0.8953529530227017,-1.0321213431815668,1.5101648980790099,4,0,0.0,2020,9,40,2,1,-1.0,-1.8369701987210297e-16,-0.992708874098054,0.1205366802553232,79.0,140.0,43.0,87.33333333333333,98.33333333333333,140.0,43.0,49.03400180826908,-61.0,97.0,-158.0,0.561457971683466,0.0,0.0,0.010238429158150871,1,-0.4326241134751773,0.8264150943396227,0.04155715348590755,0.18429371375258377,0.8591531589224713,1.0074998947729048
22,2020-10-07,0,9,0,0,0,1,0,1,-0.5666531825171673,-0.6255343571003815,0.043877985227413846,0.1934766852460042,-1.1907909996056363,-0.26944106875583107,0.8953529530227017,-1.0321213431815668,1.2562270498680947,3,1,103.0,2020,10,41,2,0,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738,0.0,79.0,140.0,73.0,88.0,140.0,0.0,70.19259220174165,-79.0,-61.0,-18.0,0.9615422272098544,0.0,1.0,0.018793828865646803,1,-0.9875,1.8108108108108107,0.0,0.14269573193828625,1.242837524835889,0.5749999411820012
1,2020-10-14,0,9,0,0,0,1,4,1,-0.6960975329359129,-0.7349014373810072,-0.0733596705478708,-0.5445589313379273,-1.242466907384657,-0.5342867307663531,0.8953529530227017,-1.0321213431815668,-0.6093467410849076,3,1,56.0,2020,10,42,2,0,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557,103.0,0.0,79.0,60.666666666666664,70.5,103.0,0.0,53.89186704256343,103.0,-79.0,182.0,0.8883273322959908,1.0,0.0,0.010939691429257095,1,2.0,1.2648648648648648,0.08654636219205247,0.0938730451652794,1.242837524835889,0.4999999484525644
1,2020-10-21,0,9,0,0,0,1,4,2,-0.5700596127913449,-0.6138164556417431,-0.03428045195610925,-0.26584558032144456,-1.2656200999497444,-1.0380183521930884,0.8953529530227017,-1.0321213431815668,-0.6093467410849076,3,1,104.0,2020,10,43,2,0,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768,56.0,103.0,0.0,53.0,70.16666666666667,103.0,0.0,51.565492337414966,-47.0,103.0,-150.0,0.972933634114691,0.0,0.0,0.019635343590974273,1,-0.4519230769230769,2.5925925925925926,0.042200006208510714,0.11141443540193657,1.242837524835889,0.34999996378948356
